A,0.710,2.58,-5.30,0.19,34.31,0.00,0.00,0.00,0.00,Z
A,0.720,2.58,-5.31,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,0.730,2.59,-5.30,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,0.740,2.58,-5.32,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,0.750,2.59,-5.32,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,0.760,2.59,-5.32,0.19,34.31,0.00,0.00,0.00,0.00,Z
A,0.770,2.60,-5.32,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,0.780,2.58,-5.32,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,0.790,2.59,-5.31,-0.12,34.31,0.00,0.00,0.00,0.00,Z
A,0.800,2.58,-5.32,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,0.820,2.58,-5.34,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,0.830,2.59,-5.33,-0.12,34.31,0.00,0.00,0.00,0.00,Z
A,0.840,2.58,-5.32,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,0.850,2.57,-5.32,-0.12,34.31,0.00,0.00,0.00,0.00,Z
A,0.860,2.59,-5.32,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,0.870,2.60,-5.31,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,0.880,2.59,-5.32,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,0.890,2.56,-5.32,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,0.900,2.59,-5.31,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,0.910,2.57,-5.31,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,0.920,2.57,-5.33,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,0.930,2.57,-5.32,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,0.940,2.58,-5.34,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,0.950,2.58,-5.30,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,0.960,2.59,-5.31,0.19,34.31,0.00,0.00,0.00,0.00,Z
A,0.970,2.59,-5.32,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,0.980,2.57,-5.32,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,0.990,2.59,-5.33,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,1.000,2.61,-5.30,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,1.010,2.61,-5.29,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.020,2.57,-5.31,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.030,2.56,-5.31,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.040,2.58,-5.31,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,1.050,2.57,-5.30,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.060,2.57,-5.32,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,1.070,2.58,-5.31,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,1.080,2.57,-5.31,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,1.090,2.58,-5.30,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,1.100,2.59,-5.31,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,1.110,2.58,-5.32,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.120,2.60,-5.33,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.130,2.58,-5.34,0.19,34.31,0.00,0.00,0.00,0.00,Z
A,1.140,2.59,-5.30,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,1.150,2.61,-5.32,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.160,2.60,-5.32,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,1.170,2.59,-5.32,0.19,34.31,0.00,0.00,0.00,0.00,Z
A,1.180,2.58,-5.31,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,1.190,2.60,-5.31,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.200,2.59,-5.30,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,1.210,2.58,-5.32,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.220,2.60,-5.31,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.230,2.58,-5.33,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.240,2.58,-5.33,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,1.250,2.58,-5.30,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.260,2.58,-5.29,-0.19,34.31,0.00,0.00,0.00,0.00,Z
A,1.270,2.58,-5.30,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.280,2.58,-5.33,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.290,2.58,-5.33,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.300,2.58,-5.30,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,1.310,2.58,-5.31,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,1.320,2.60,-5.32,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,1.330,2.58,-5.34,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.340,2.55,-5.33,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.350,2.58,-5.30,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,1.360,2.57,-5.30,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.370,2.57,-5.33,-0.19,34.31,0.00,0.00,0.00,0.00,Z
A,1.380,2.59,-5.33,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,1.390,2.58,-5.32,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,1.400,2.58,-5.32,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,1.410,2.59,-5.32,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.420,2.59,-5.32,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.430,2.56,-5.34,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,1.440,2.56,-5.29,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,1.450,2.58,-5.32,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.460,2.59,-5.33,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,1.470,2.58,-5.31,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,1.480,2.56,-5.34,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.490,2.57,-5.30,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.500,2.59,-5.31,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.510,2.58,-5.31,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,1.520,2.58,-5.32,-0.12,34.31,0.00,0.00,0.00,0.00,Z
A,1.530,2.58,-5.30,-0.12,34.31,0.00,0.00,0.00,0.00,Z
A,1.540,2.57,-5.31,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.560,2.59,-5.31,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,1.570,2.58,-5.33,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,1.580,2.58,-5.33,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,1.590,2.59,-5.33,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,1.600,2.60,-5.31,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,1.610,2.56,-5.30,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.620,2.60,-5.29,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,1.630,2.58,-5.33,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.640,2.60,-5.35,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.660,2.57,-5.31,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.670,2.56,-5.31,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.680,2.59,-5.32,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,1.690,2.60,-5.30,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.700,2.56,-5.33,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.710,2.58,-5.32,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,1.720,2.57,-5.29,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,1.730,2.59,-5.31,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.740,2.58,-5.30,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.750,2.58,-5.32,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,1.760,2.60,-5.33,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.770,2.56,-5.32,0.19,34.31,0.00,0.00,0.00,0.00,Z
A,1.780,2.60,-5.30,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,1.790,2.61,-5.31,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.810,2.58,-5.34,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,1.820,2.58,-5.31,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.830,2.59,-5.30,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,1.840,2.56,-5.29,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,1.850,2.57,-5.32,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,1.860,2.59,-5.34,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.870,2.57,-5.34,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,1.880,2.59,-5.32,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,1.890,2.59,-5.31,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,1.900,2.58,-5.33,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,1.910,2.58,-5.30,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,1.920,2.60,-5.32,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,1.930,2.57,-5.33,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,1.940,2.59,-5.34,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,1.950,2.58,-5.33,-0.06,3,0.00,0.00,0.00,0.00,Z
A,1.960,2.60,-5.32,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,1.970,2.58,-5.30,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,1.980,2.59,-5.32,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,1.990,2.59,-5.31,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.000,2.58,-5.32,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,2.010,2.59,-5.31,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,2.020,2.57,-5.29,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.030,2.60,-5.32,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.040,2.58,-5.30,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.050,2.55,-5.30,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,2.060,2.60,-5.30,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.070,2.58,-5.30,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.080,2.59,-5.31,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.090,2.60,-5.34,-0.12,34.31,0.00,0.00,0.00,0.00,Z
A,2.100,2.59,-5.31,-0.12,34.31,0.00,0.00,0.00,0.00,Z
A,2.110,2.57,-5.29,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.120,2.58,-5.32,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.130,2.59,-5.30,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,2.140,2.60,-5.32,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,2.150,2.60,-5.32,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,2.160,2.57,-5.31,0.19,34.31,0.00,0.00,0.00,0.00,Z
A,2.170,2.57,-5.33,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.180,2.58,-5.32,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.190,2.57,-5.31,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,2.200,2.59,-5.32,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,2.210,2.58,-5.31,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.220,2.58,-5.33,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,2.230,2.58,-5.30,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,2.240,2.58,-5.30,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,2.250,2.58,-5.29,0.19,34.31,0.00,0.00,0.00,0.00,Z
A,2.260,2.56,-5.33,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.270,2.59,-5.34,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.280,2.59,-5.33,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,2.290,2.61,-5.31,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.300,2.58,-5.33,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.310,2.58,-5.32,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,2.320,2.58,-5.31,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,2.330,2.57,-5.31,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,2.340,2.59,-5.32,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.350,2.59,-5.32,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.360,2.59,-5.32,-0.12,34.31,0.00,0.00,0.00,0.00,Z
A,2.370,2.57,-5.32,-0.12,34.31,0.00,0.00,0.00,0.00,Z
A,2.380,2.58,-5.30,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.390,2.59,-5.30,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.400,2.60,-5.33,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,2.410,2.57,-5.34,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.420,2.59,-5.32,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.430,2.60,-5.32,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,2.440,2.60,-5.32,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,2.450,2.59,-5.33,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.460,2.58,-5.32,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,2.470,2.58,-5.32,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,2.480,2.58,-5.32,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.490,2.58,-5.30,0.25,34.31,0.00,0.00,0.00,0.00,Z
A,2.500,2.59,-5.30,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.510,2.57,-5.32,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.520,2.59,-5.34,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.530,2.59,-5.34,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.540,2.58,-5.33,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,2.550,2.57,-5.30,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.560,2.58,-5.30,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,2.570,2.58,-5.34,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.580,2.58,-5.33,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,290,2.58,-5.32,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.600,2.57,-5.30,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,2.610,2.59,-5.33,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.620,2.59,-5.31,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,2.630,2.58,-5.32,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,2.640,2.60,-5.30,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,2.650,2.59,-5.31,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.660,2.57,-5.31,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.680,2.57,-5.34,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.690,2.60,-5.31,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.700,2.56,-5.32,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,2.710,2.60,-5.33,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,2.720,2.57,-5.32,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.730,2.58,-5.31,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.740,2.59,-5.34,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.750,2.59,-5.34,0.19,34.31,0.00,0.00,0.00,0.00,Z
A,2.760,2.59,-5.32,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.770,2.57,-5.32,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.780,2.58,-5.30,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,2.790,2.57,-5.31,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.800,2.58,-5.32,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.810,2.58,-5.32,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.820,2.57,-5.32,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.830,2.58,-5.32,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.840,2.59,-5.32,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.850,2.57,-5.29,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,2.860,2.60,-5.30,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.870,2.58,-5.33,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.880,2.59,-5.34,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,2.890,2.60,-5.29,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,2.900,2.57,-5.31,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.910,2.56,-5.31,-0.12,34.31,0.00,0.00,0.00,0.00,Z
A,2.930,2.58,-5.32,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,2.940,2.58,-5.32,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.950,2.57,-5.30,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.960,2.60,-5.31,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,2.970,2.59,-5.32,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,2.980,2.57,-5.32,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,2.990,2.58,-5.29,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,3.000,2.56,-5.33,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,3.010,2.57,-5.33,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,3.020,2.59,-5.31,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,3.030,2.57,-5.32,-0.12,34.31,0.00,0.00,0.00,0.00,Z
A,3.040,2.58,-5.29,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,3.050,2.59,-5.31,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,3.060,2.58,-5.32,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,3.070,2.59,-5.33,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,3.080,2.58,-5.30,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,3.090,2.58,-5.29,0.19,34.31,0.00,0.00,0.00,0.00,Z
A,3.100,2.58,-5.31,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,3.110,2.59,-5.31,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,3.120,2.59,-5.31,0.19,34.31,0.00,0.00,0.00,0.00,Z
A,3.130,2.59,-5.29,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,3.140,2.58,-5.33,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,3.150,2.60,-5.33,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,3.160,2.58,-5.33,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,3.170,2.57,-5.33,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,3.180,2.57,-5.32,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,3.190,2.58,-5.31,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,3.200,2.58,-5.32,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,3.210,2.58,-5.33,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,3.220,2.57,-5.32,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,3.230,2.57,-5.31,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,3.240,2.58,-5.31,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,3.250,2.57,-5.31,-0.12,34.31,0.00,0.00,0.00,0.00,Z
A,3.270,2.59,-5.34,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,3.280,2.60,-5.32,0.12,34.31,0.00,0.00,0.00,0.00,Z
A,3.290,2.59,-5.33,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,3.300,2.57,-5.30,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,3.310,2.58,-5.34,-0.06,34.31,0.00,0.00,0.00,0.00,Z
A,3.320,2.57,-5.35,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,3.330,2.58,-5.34,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,3.340,2.59,-5.33,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,3.350,2.57,-5.32,0.00,34.31,0.00,0.00,0.00,0.00,Z
A,3.360,2.59,-5.31,0.06,34.31,0.00,0.00,0.00,0.00,Z
A,3.370,2.59,-5.34,0.19,34.31,0.00,0.00,0.00,0.00,Z
A,3.380,2.60,-5.29,0.19,34.31,0.00,0.00,0.00,0.00,Z
